Theoretical Spectrum of Semrock FF562-Di03 Optical Filter
The spectrum described by the following ASCII data represents a typical optical filter design for this product.
However, note that from time to time Semrock makes minor modifications to its optical filter designs for purposes such as improved
manufacturability that do not affect the ability for the filter to meet its stated specifications.
 
Wavelength	Transmission
361	1e-07
361.2	1e-07
361.4	1e-07
361.6	1e-07
361.8	1e-07
362	1e-07
362.2	1e-07
362.4	1e-07
362.6	1e-07
362.8	1e-07
363	1e-07
363.2	1e-07
363.4	1e-07
363.6	1e-07
363.8	1e-07
364	1e-07
364.2	1e-07
364.4	1e-07
364.6	1e-07
364.8	1e-07
365	1e-07
365.2	1e-07
365.4	1e-07
365.6	1e-07
365.8	1e-07
366	1e-07
366.2	1e-07
366.4	1e-07
366.6	1e-07
366.8	1e-07
367	1e-07
367.2	1e-07
367.4	1e-07
367.6	1e-07
367.8	1e-07
368	1e-07
368.2	1e-07
368.4	1e-07
368.6	1e-07
368.8	1e-07
369	1e-07
369.2	1e-07
369.4	1e-07
369.6	1e-07
369.8	1e-07
370	1e-07
370.2	1e-07
370.4	1e-07
370.6	1e-07
370.8	1e-07
371	1e-07
371.2	1e-07
371.4	1e-07
371.6	1e-07
371.8	1e-07
372	1e-07
372.2	1e-07
372.4	1e-07
372.6	1e-07
372.8	1e-07
373	1e-07
373.2	1e-07
373.4	1e-07
373.6	1e-07
373.8	1e-07
374	1e-07
374.2	1e-07
374.4	1e-07
374.6	1e-07
374.8	1e-07
375	1e-07
375.2	1e-07
375.4	1e-07
375.6	1e-07
375.8	1e-07
376	1e-07
376.2	1e-07
376.4	1e-07
376.6	1e-07
376.8	1e-07
377	1e-07
377.2	1e-07
377.4	1e-07
377.6	1e-07
377.8	1e-07
378	1e-07
378.2	1e-07
378.4	1e-07
378.6	1e-07
378.8	1e-07
379	1e-07
379.2	1e-07
379.4	1e-07
379.6	1e-07
379.8	1e-07
380	1e-07
380.2	1e-07
380.4	1e-07
380.6	1e-07
380.8	1e-07
381	1e-07
381.2	1e-07
381.4	1e-07
381.6	1e-07
381.8	1e-07
382	1e-07
382.2	1e-07
382.4	1e-07
382.6	1e-07
382.8	1e-07
383	1e-07
383.2	1e-07
383.4	1e-07
383.6	1e-07
383.8	1e-07
384	1e-07
384.2	1e-07
384.4	1e-07
384.6	1e-07
384.8	1e-07
385	1e-07
385.2	1e-07
385.4	1e-07
385.6	1e-07
385.8	1e-07
386	1e-07
386.2	1e-07
386.4	1e-07
386.6	1e-07
386.8	1e-07
387	1e-07
387.2	1e-07
387.4	1e-07
387.6	1e-07
387.8	1e-07
388	1e-07
388.2	1e-07
388.4	1e-07
388.6	1e-07
388.8	1e-07
389	1e-07
389.2	1e-07
389.4	1e-07
389.6	1e-07
389.8	1e-07
390	1e-07
390.2	1e-07
390.4	1e-07
390.6	1e-07
390.8	1e-07
391	1e-07
391.2	1e-07
391.4	1e-07
391.6	1e-07
391.8	1e-07
392	1e-07
392.2	1e-07
392.4	1e-07
392.6	1e-07
392.8	1e-07
393	1e-07
393.2	1e-07
393.4	1e-07
393.6	1e-07
393.8	1e-07
394	1e-07
394.2	1e-07
394.4	1e-07
394.6	1e-07
394.8	1e-07
395	1e-07
395.2	1e-07
395.4	1e-07
395.6	1e-07
395.8	1e-07
396	1e-07
396.2	1e-07
396.4	1e-07
396.6	1e-07
396.8	1e-07
397	1e-07
397.2	1e-07
397.4	1e-07
397.6	1e-07
397.8	1e-07
398	1e-07
398.2	1e-07
398.4	1e-07
398.6	1e-07
398.8	1e-07
399	1e-07
399.2	1e-07
399.4	1e-07
399.6	1e-07
399.8	1e-07
400	1e-07
400.2	1e-07
400.4	1e-07
400.6	1e-07
400.8	1e-07
401	1e-07
401.2	1e-07
401.4	1e-07
401.6	1e-07
401.8	1e-07
402	1e-07
402.2	1e-07
402.4	1e-07
402.6	1e-07
402.8	1e-07
403	1e-07
403.2	1e-07
403.4	1e-07
403.6	1e-07
403.8	1e-07
404	1e-07
404.2	1e-07
404.4	1e-07
404.6	1e-07
404.8	1e-07
405	1e-07
405.2	1e-07
405.4	1e-07
405.6	1e-07
405.8	1e-07
406	1e-07
406.2	1e-07
406.4	1e-07
406.6	1e-07
406.8	1e-07
407	1e-07
407.2	1e-07
407.4	1e-07
407.6	1e-07
407.8	1e-07
408	1e-07
408.2	1e-07
408.4	1e-07
408.6	1e-07
408.8	1e-07
409	1e-07
409.2	1e-07
409.4	1e-07
409.6	1e-07
409.8	1e-07
410	1e-07
410.2	1e-07
410.4	1e-07
410.6	1e-07
410.8	1e-07
411	1e-07
411.2	1e-07
411.4	1e-07
411.6	1e-07
411.8	1e-07
412	1e-07
412.2	1e-07
412.4	1e-07
412.6	1e-07
412.8	1e-07
413	1e-07
413.2	1e-07
413.4	1e-07
413.6	1e-07
413.8	1e-07
414	1e-07
414.2	1e-07
414.4	1e-07
414.6	1e-07
414.8	1e-07
415	1e-07
415.2	1e-07
415.4	1e-07
415.6	1e-07
415.8	1e-07
416	1e-07
416.2	1e-07
416.4	1e-07
416.6	1e-07
416.8	1e-07
417	1e-07
417.2	1e-07
417.4	1e-07
417.6	1e-07
417.8	1e-07
418	1e-07
418.2	1e-07
418.4	1e-07
418.6	1e-07
418.8	1e-07
419	1e-07
419.2	1e-07
419.4	1e-07
419.6	1e-07
419.8	1e-07
420	1e-07
420.2	1e-07
420.4	1e-07
420.6	1e-07
420.8	1e-07
421	1e-07
421.2	1e-07
421.4	1e-07
421.6	1e-07
421.8	1e-07
422	1e-07
422.2	1e-07
422.4	1e-07
422.6	1e-07
422.8	1e-07
423	1e-07
423.2	1e-07
423.4	1e-07
423.6	1e-07
423.8	1e-07
424	1e-07
424.2	1e-07
424.4	1e-07
424.6	1e-07
424.8	1e-07
425	1e-07
425.2	1e-07
425.4	1e-07
425.6	1e-07
425.8	1e-07
426	1e-07
426.2	1e-07
426.4	1e-07
426.6	1e-07
426.8	1e-07
427	1e-07
427.2	1e-07
427.4	1e-07
427.6	1e-07
427.8	1e-07
428	1e-07
428.2	1e-07
428.4	1e-07
428.6	1e-07
428.8	1e-07
429	1e-07
429.2	1e-07
429.4	1e-07
429.6	1e-07
429.8	1e-07
430	1e-07
430.2	1e-07
430.4	1e-07
430.6	1e-07
430.8	1e-07
431	1e-07
431.2	1e-07
431.4	1e-07
431.6	1e-07
431.8	1e-07
432	1e-07
432.2	1e-07
432.4	1e-07
432.6	1e-07
432.8	1e-07
433	1e-07
433.2	1e-07
433.4	1e-07
433.6	1e-07
433.8	1e-07
434	1e-07
434.2	1e-07
434.4	1e-07
434.6	1e-07
434.8	1e-07
435	1e-07
435.2	1e-07
435.4	1e-07
435.6	1e-07
435.8	1e-07
436	1e-07
436.2	1e-07
436.4	1e-07
436.6	1e-07
436.8	1e-07
437	1e-07
437.2	1e-07
437.4	1e-07
437.6	1e-07
437.8	1e-07
438	1e-07
438.2	1e-07
438.4	1e-07
438.6	1e-07
438.8	1e-07
439	1e-07
439.2	1e-07
439.4	1e-07
439.6	1e-07
439.8	1e-07
440	1e-07
440.2	1e-07
440.4	1e-07
440.6	1e-07
440.8	1e-07
441	1e-07
441.2	1e-07
441.4	1e-07
441.6	1e-07
441.8	1e-07
442	1e-07
442.2	1.00773842735139e-07
442.4	1.28324242783349e-07
442.6	1.6400785111605e-07
442.8	2.10408707407413e-07
443	2.70992461748448e-07
443.2	3.50428881138867e-07
443.4	4.55040724179847e-07
443.6	5.93431984266844e-07
443.8	7.77372285124214e-07
444	1.02304941256301e-06
444.2	1.35285460255059e-06
444.4	1.79794448891702e-06
444.6	2.40194159833205e-06
444.8	3.22631929213417e-06
445	4.35829784613285e-06
445.2	5.9225155637656e-06
445.4	8.09842590413875e-06
445.6	1.11464619534226e-05
445.8	1.54477592050852e-05
446	2.15650681248701e-05
446.2	3.03371582043009e-05
446.4	4.30267973322449e-05
446.6	6.15555161061348e-05
446.8	8.888090646026e-05
447	0.000129611466217069
447.2	0.00019102361493039
447.4	0.000284771251401828
447.6	0.000429809907913217
447.8	0.00065749360889312
448	0.00102064200000056
448.2	0.00161002963870216
448.4	0.00258508912144275
448.6	0.00423253560936609
448.8	0.00708120586522647
449	0.0121325414844933
449.2	0.0213317534221122
449.4	0.0385325247036896
449.6	0.0713876603148365
449.8	0.134436566222988
450	0.25092849689358
450.2	0.440249770078765
450.4	0.674041722464187
450.6	0.862825355423902
450.8	0.955091363227766
451	0.979894989334884
451.2	0.979681792336573
451.4	0.976091419008388
451.6	0.975301951780927
451.8	0.977127650027602
452	0.979783235584148
452.2	0.981780507319038
452.4	0.982457603761231
452.6	0.981890129534806
452.8	0.980577583118652
453	0.979127178083979
453.2	0.97803651994047
453.4	0.977592158337562
453.6	0.977858345827845
453.8	0.978720090477765
454	0.979950250617987
454.2	0.981279782530366
454.4	0.982458128627533
454.6	0.983296460117158
454.8	0.983690884958831
455	0.983626385868105
455.2	0.983165130785216
455.4	0.982424562500819
455.6	0.981551115896449
455.8	0.980694645467129
456	0.979987177178035
456.2	0.979527933687169
456.4	0.979375140184883
456.6	0.979544087622153
456.8	0.980010382515836
457	0.98071705062198
457.2	0.981584123176622
457.4	0.982519406576848
457.6	0.983429277574949
457.8	0.984228469440033
458	0.984848031913226
458.2	0.985240893735175
458.4	0.985384737044457
458.6	0.985282170650441
458.8	0.984958498759787
459	0.984457581550565
459.2	0.983836415528109
459.4	0.98315910374121
459.6	0.982490860626431
459.8	0.981892554456021
460	0.981416169338182
460.2	0.981101423365155
460.4	0.980973643470673
460.6	0.981042872190887
460.8	0.981304131872009
461	0.981738698545748
461.2	0.982316200211606
461.4	0.982997334583071
461.6	0.983737008339932
461.8	0.984487662025588
462	0.98520256618157
462.2	0.98583888820771
462.4	0.986360348321035
462.6	0.986739295107569
462.8	0.986958114660906
463	0.987009914754865
463.2	0.986898478620224
463.4	0.986637537368087
463.6	0.986249464832489
463.8	0.985763515913102
464	0.985213758730998
464.2	0.984636857008537
464.4	0.984069850453612
464.6	0.983548058994781
464.8	0.983103220972054
465	0.982761944986037
465.2	0.982544527375754
465.4	0.982464162537382
465.6	0.982526547983274
465.8	0.982729874776691
466	0.983065176369453
466.2	0.983516999260312
466.4	0.984064351299417
466.6	0.984681862646019
466.8	0.985341110110972
467	0.986012041973526
467.2	0.986664434465042
467.4	0.98726931143284
467.6	0.987800280242005
467.8	0.988234707121812
468	0.988554682245927
468.2	0.98874773847928
468.4	0.988807299458222
468.6	0.988732823429581
468.8	0.988529666818636
469	0.988208684045248
469.2	0.987785590165399
469.4	0.987280125865242
469.6	0.986715098074382
469.8	0.986115326237193
470	0.985506550037458
470.2	0.984914354705533
470.4	0.98436316171271
470.6	0.98387529533406
470.8	0.983470180784039
471	0.98316369206972
471.2	0.982967656857147
471.4	0.982889521904645
471.6	0.982932204420294
471.8	0.983094101211077
472	0.983369250220098
472.2	0.983747638878611
472.4	0.984215647826154
472.6	0.984756588228796
472.8	0.985351337009377
473	0.9859790452244
473.2	0.986617889597589
473.4	0.987245838497947
473.6	0.987841431505918
473.8	0.988384521317604
474	0.98885695519756
474.2	0.989243178541533
474.4	0.989530742870249
474.6	0.98971067479389
474.8	0.989777720559355
475	0.989730456452078
475.2	0.989571258173773
475.4	0.98930613129637
475.6	0.988944437000806
475.8	0.98849850511615
476	0.987983156111734
476.2	0.987415158053252
476.4	0.986812643061139
476.6	0.986194492068574
476.8	0.985579722869973
477	0.984986900244419
477.2	0.98443358539262
477.4	0.983935840745579
477.6	0.98350779119038
477.8	0.983161260848139
478	0.982905489961313
478.2	0.982746930583309
478.4	0.982689119199352
478.6	0.982732651181648
478.8	0.982875227537091
479	0.983111773587475
479.2	0.983434631441464
479.4	0.983833823841288
479.6	0.984297351925948
479.8	0.984811548225662
480	0.985361472030392
480.2	0.985931328794074
480.4	0.986504898022763
480.6	0.987065994004936
480.8	0.987598912229663
481	0.988088853386773
481.2	0.98852232167672
481.4	0.988887490497803
481.6	0.989174492833027
481.8	0.989375660207094
482	0.989485699791077
482.2	0.989501797590812
482.4	0.989423641578631
482.6	0.989253394995244
482.8	0.988995594542528
483	0.988656981687755
483.2	0.988246279427643
483.4	0.987773924896813
483.6	0.987251754274633
483.8	0.986692663810408
484	0.986110256055531
484.2	0.985518481938846
484.4	0.98493129040051
484.6	0.98436228027756
484.8	0.983824376741665
485	0.983329537436141
485.2	0.982888488421573
485.4	0.982510490520949
485.6	0.98220316840724
485.8	0.981972375166917
486	0.981822096917259
486.2	0.981754405289584
486.4	0.981769461310869
486.6	0.981865536492186
486.8	0.982039081616408
487	0.982284836788853
487.2	0.982595971996927
487.4	0.98296425099043
487.6	0.983380244296013
487.8	0.983833557481622
488	0.984313073629773
488.2	0.984807210175453
488.4	0.985304186261251
488.6	0.985792282795845
488.8	0.986260101630046
489	0.986696816444159
489.2	0.98709240976173
489.4	0.98743789232937
489.6	0.987725486688437
489.8	0.987948783782788
490	0.988102867402103
490.2	0.988184398232309
490.4	0.98819165186018
490.6	0.988124541571154
490.8	0.987984595262944
491	0.987774891844624
491.2	0.987499967644162
491.4	0.987165700255814
491.6	0.986779141114326
491.8	0.986348334407852
492	0.985882123203822
492.2	0.985389940130159
492.4	0.984881584129886
492.6	0.984367018450448
492.8	0.983856164491324
493	0.9833586996316
493.2	0.982883868287397
493.4	0.982440311118882
493.6	0.982035902405446
493.8	0.981677610709236
494	0.981371382878589
494.2	0.98112205249713
494.4	0.980933274798002
494.6	0.980807476119529
494.8	0.980745830568497
495	0.980748261684038
495.2	0.980813463911211
495.4	0.980938940048186
495.6	0.981121076217721
495.8	0.981355229876729
496	0.981635832047593
496.2	0.981956506099465
496.4	0.982310202310133
496.6	0.982689334586842
496.8	0.983085928165789
497	0.98349177417846
497.2	0.983898588402321
497.4	0.984298172808859
497.6	0.984682564783163
497.8	0.985044183410993
498	0.985375968445889
498.2	0.98567150428553
498.4	0.98592512300722
498.6	0.986132011967177
498.8	0.986288296519209
499	0.986391099900153
499.2	0.986438587294263
499.4	0.986429997944532
499.6	0.986365629001559
499.8	0.986246808206466
500	0.986075851612372
500.2	0.985855997003432
500.4	0.985591308927204
500.6	0.985286606177084
500.8	0.984947364443062
501	0.9845796030762
501.2	0.984189773588469
501.4	0.983784660951908
501.6	0.983371229404933
501.8	0.982956487091656
502	0.982547362493789
502.2	0.982150576175514
502.4	0.981772500499042
502.6	0.981419085884175
502.8	0.98109577704357
503	0.980807430572378
503.2	0.9805582528634
503.4	0.980351766942951
503.6	0.980190742286488
503.8	0.980077155228827
504	0.980012171188511
504.2	0.979996134430234
504.4	0.980028559863784
504.6	0.980108172009625
504.8	0.980232943557051
505	0.980400139189578
505.2	0.980606373950638
505.4	0.980847689278269
505.6	0.981119611696775
505.8	0.981417227443219
506	0.981735267312517
506.2	0.982068191241412
506.4	0.982410266569363
506.6	0.982755677426036
506.8	0.983098624460994
507	0.983433418455708
507.2	0.983754576268203
507.4	0.984056922462149
507.6	0.984335654836937
507.8	0.984586413450811
508	0.984805346594409
508.2	0.984989164830065
508.4	0.985135179643949
508.6	0.985241347642758
508.8	0.985306297779249
509	0.985329344219555
509.2	0.985310487187232
509.4	0.985250401617795
509.6	0.98515041690538
509.8	0.985012485416866
510	0.984839140949257
510.2	0.984633449422992
510.4	0.984398953828682
510.6	0.984139606884538
510.8	0.983859700554876
511	0.983563792713228
511.2	0.983256630799071
511.4	0.982943073322615
511.6	0.982628014552968
511.8	0.982316309477746
512	0.982012700717601
512.2	0.981721750082546
512.4	0.981447776786694
512.6	0.98119479410517
512.8	0.980966454332933
513	0.980766001402104
513.2	0.980596228667565
513.4	0.980459440496876
513.6	0.980357432229362
513.8	0.980291474049101
514	0.980262300720543
514.2	0.980270109852887
514.4	0.980314569417855
514.6	0.980394827039888
514.8	0.980509528111353
515	0.980656841405979
515.2	0.980834491588099
515.4	0.981039798838149
515.6	0.981269719067605
515.8	0.981520890199247
516	0.981789683076782
516.2	0.982072253802962
516.4	0.982364595294628
516.6	0.982662600299882
516.8	0.982962121954459
517	0.983259032726592
517.2	0.983549283326974
517.4	0.983828961504789
517.6	0.984094343846105
517.8	0.984341945954624
518	0.984568569497156
518.2	0.984771345726628
518.4	0.984947775851326
518.6	0.985095759364478
518.8	0.98521361848016
519	0.985300117217282
519.2	0.985354471102437
519.4	0.985376344733811
519.6	0.985365859166308
519.8	0.985323587045816
520	0.985250538587156
520.2	0.985148144762384
520.4	0.985018241258764
520.6	0.984863027608853
520.8	0.984685028505404
521	0.984487054491066
521.2	0.984272157405563
521.4	0.984043579361408
521.6	0.983804711850858
521.8	0.98355904965451
522	0.983310142326326
522.2	0.983061546306164
522.4	0.982816778650324
522.6	0.982579270035716
522.8	0.982352320555285
523	0.982139058482886
523.2	0.981942401259006
523.4	0.981765018270029
523.6	0.981609302492538
523.8	0.98147734449632
524	0.981370909893035
524.2	0.981291424531744
524.4	0.981239970998917
524.6	0.981217270124033
524.8	0.981223673461232
525	0.981259163554216
525.2	0.981323353648221
525.4	0.981415481755074
525.6	0.981534438762482
525.8	0.981678790428417
526	0.981846798060514
526.2	0.982036446987842
526.4	0.982245486760644
526.6	0.982471447765991
526.8	0.982711669360571
527	0.982963334456902
527.2	0.98322350272132
527.4	0.983489139065765
527.6	0.983757160484962
527.8	0.984024477291984
528	0.984288031208827
528.2	0.984544834098733
528.4	0.984792008134907
528.6	0.985026816360087
528.8	0.98524669388617
529	0.98544927801525
529.2	0.985632436137653
529.4	0.985794291632732
529.6	0.985933243084487
529.8	0.986047980944375
530	0.986137500909649
530.2	0.986201111999639
530.4	0.986238438078555
530.6	0.986249423422794
530.8	0.986234331322604
531	0.986193737332301
531.2	0.986128519659823
531.4	0.986039847885738
531.6	0.98592916249424
531.8	0.985798153226127
532	0.985648735634304
532.2	0.985483024633383
532.4	0.985303304748192
532.6	0.985112002317683
532.8	0.984911655446953
533	0.984704882568193
533.2	0.984494351630987
533.4	0.984282751375697
533.6	0.984072756811418
533.8	0.983866997457292
534	0.983668027683409
534.2	0.983478296818741
534.4	0.983300117647515
534.6	0.983135646512394
534.8	0.982986862389554
535	0.982855546697095
535.2	0.982743266740314
535.4	0.982651364091339
535.6	0.98258093893386
535.8	0.982532839429962
536	0.982507655057065
536.2	0.982505712142635
536.4	0.982527070794009
536.6	0.982571528509388
536.8	0.982638625417336
537	0.982727651566653
537.2	0.982837658398646
537.4	0.982967475938111
537.6	0.983115722664612
537.8	0.983280820650593
538	0.983461014235217
538.2	0.983654387326053
538.4	0.983858875931101
538.6	0.984072300588615
538.8	0.984292393594608
539	0.984516823886241
539.2	0.984743226299551
539.4	0.984969238942555
539.6	0.985192517498742
539.8	0.985410756736318
540	0.985621715272643
540.2	0.98582323736936
540.4	0.986013269385006
540.6	0.986189887764297
540.8	0.986351321207241
541	0.986495968899574
541.2	0.986622414940453
541.4	0.986729436924416
541.6	0.986816022947062
541.8	0.986881382675371
542	0.98692495410712
542.2	0.986946411728044
542.4	0.986945679979489
542.6	0.986922920202134
542.8	0.986878523076065
543	0.986813102600853
543.2	0.986727484244022
543.4	0.986622683790129
543.6	0.986499904920099
543.8	0.986360528113782
544	0.986206094400403
544.2	0.986038289326197
544.4	0.985858929267738
544.6	0.985669936459555
544.8	0.985473316314722
545	0.985271135842078
545.2	0.98506550258719
545.4	0.984858545215632
545.6	0.984652389154313
545.8	0.984449134266186
546	0.984250833953554
546.2	0.984059472617823
546.4	0.983876939286573
546.6	0.983705017056481
546.8	0.983545368960954
547	0.983399522803746
547.2	0.983268858922761
547.4	0.983154602438621
547.6	0.983057808697143
547.8	0.982979353238321
548	0.982919924966137
548.2	0.982880020869903
548.4	0.982859941801971
548.6	0.982859791515973
548.8	0.982879477363437
549	0.982918712606197
549.2	0.982977020356386
549.4	0.983053738923211
549.6	0.983148029749168
549.8	0.983258886626745
550	0.983385146250525
550.2	0.983525501821717
550.4	0.983678521266758
550.6	0.98384265684846
550.8	0.984016258840911
551	0.984197591658076
551.2	0.984384848485451
551.4	0.984576161983274
551.6	0.984769628589732
551.8	0.984963328749281
552	0.985155345020334
552.2	0.985343781539988
552.4	0.985526786165816
552.6	0.985702563469877
552.8	0.985869389984078
553	0.986025630137348
553.2	0.986169750945702
553.4	0.986300334962731
553.6	0.986416094098351
553.8	0.986515881463851
554	0.986598701468371
554.2	0.986663718174131
554.4	0.986710261721909
554.6	0.986737834667425
554.8	0.986746115969037
555	0.986734962981643
555.2	0.986704413193
555.4	0.986654687217757
555.6	0.9865861812939
555.8	0.98649946104059
556	0.986395255112906
556.2	0.986274444755141
556.4	0.986138046594118
556.6	0.98598720980081
556.8	0.985823207101262
557	0.985647422188016
557.2	0.985461337979984
557.4	0.985266527618551
557.6	0.985064634555611
557.8	0.984857355615923
558	0.984646425490388
558.2	0.984433600230131
558.4	0.984220639015921
558.6	0.984009291228182
558.8	0.98380128208665
559	0.983598297839792
559.2	0.983401973230289
559.4	0.983213883111656
559.6	0.983035524334613
559.8	0.982868301940676
560	0.982713518020457
560.2	0.9825723587317
560.4	0.982445876632955
560.6	0.982334991079412
560.8	0.98224048420658
561	0.982162995294103
561.2	0.982103017955529
561.4	0.982060901783943
561.6	0.982036845644868
561.8	0.982030895400948
562	0.98204294447202
562.2	0.982072735343942
562.4	0.982119861790739
562.6	0.982183773937225
562.8	0.982263783805443
563	0.98235907157137
563.2	0.98246869237037
563.4	0.982591583075719
563.6	0.982726572890566
563.8	0.982872393775096
564	0.983027691115772
564.2	0.983191037249397
564.4	0.983360949972153
564.6	0.983535898271995
564.8	0.983714312825676
565	0.983894598968394
565.2	0.984075145090299
565.4	0.984254321604607
